id,Game Title,Year,Publisher,North America,Europe,Japan,Rest of World,Global,Number of Reviews,Summary,Wishlist,Platform,Genre,Rating
6801,Blackwater,2011.0,505 Games,0.09,0.02,0.0,0.01,0.12,100.0,,100.0,X360,Shooter,7.248686960356101
6802,Romance of the Three Kingdoms IX,2003.0,Tecmo Koei,0.03,0.03,0.0,0.01,0.07,100.0,,100.0,PS2,Strategy,7.174192233299448
6803,Dragon Quest VIII: Journey of the Cursed King,2004.0,Square Enix,0.65,0.75,3.61,0.2,5.21,100.0,,100.0,PS2,Role-Playing,9.1
6804,Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,2001.0,D3Publisher,0.31,0.21,0.0,0.04,0.55,100.0,,100.0,PS,Shooter,6.601409343367966
6805,Country Dance 2,2011.0,GameMill Entertainment,0.44,0.0,0.0,0.03,0.46,100.0,,100.0,Wii,Misc,7.012243333126412
6806,DT Carnage,2009.0,Agetec,0.03,0.0,0.0,0.0,0.04,100.0,,100.0,PSP,Racing,7.102497983212824
6807,The Ripping Friends,2002.0,THQ,0.03,0.01,0.0,0.0,0.04,100.0,,100.0,GBA,Action,6.958880414944785
6808,OkamiDen,2010.0,Capcom,0.25,0.07,0.13,0.03,0.48,100.0,,100.0,DS,Adventure,7.854003489460945
6809,Adventure Time: The Secret of the Nameless Kingdom,2014.0,Little Orbit,0.0,0.08,0.0,0.01,0.09,100.0,,100.0,X360,Action,6.980228987462975
6810,Game & Watch Gallery 3,1999.0,Nintendo,0.79,0.31,0.08,0.04,1.22,100.0,,100.0,GB,Misc,7.772635522734916
6811,Madden NFL 2003,2002.0,Electronic Arts,3.36,0.21,0.01,0.56,4.14,100.0,,100.0,PS2,Sports,8.7
6812,NFL Quarterback Club 98,1997.0,Acclaim Entertainment,1.01,0.05,0.0,0.01,1.06,100.0,,100.0,N64,Sports,6.5
6813,Guardian's Crusade,1998.0,Activision,0.07,0.05,0.0,0.01,0.12,100.0,,100.0,PS,Role-Playing,6.988636825695989
6814,Stuart Little 3: Big Photo Adventure,2005.0,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,100.0,,100.0,PS2,Platform,7.297321256207661
6815,Trials Fusion,2014.0,Ubisoft,0.13,0.21,0.01,0.08,0.43,100.0,,100.0,PS4,Racing,7.412743489851226
6816,Dora the Explorer: Super Star Adventures,2004.0,Game Factory,0.17,0.06,0.0,0.0,0.24,100.0,,100.0,GBA,Adventure,7.233086569766004
6817,MySims Agents,2009.0,Electronic Arts,0.55,0.43,0.0,0.11,1.08,100.0,,100.0,DS,Adventure,6.692960934785626
6818,Metal Max 3,2010.0,Enterbrain,0.0,0.0,0.13,0.0,0.13,100.0,,100.0,DS,Role-Playing,7.253820742654644
6819,Quake III: Revolution,2001.0,Electronic Arts,0.1,0.08,0.0,0.03,0.21,100.0,,100.0,PS2,Shooter,7.0553228137806006
6820,Kiss Bell,2014.0,Giga,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSV,Adventure,6.995201940227342
6821,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,2014.0,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,100.0,,100.0,PS3,Strategy,7.03567821052224
6822,Rayman Raving Rabbids 2,2007.0,Ubisoft,0.83,0.82,0.0,0.2,1.85,100.0,,100.0,Wii,Misc,7.444479028112854
6823,Pirates vs Ninja Dodgeball,2009.0,SouthPeak Games,0.05,0.0,0.0,0.0,0.05,100.0,,100.0,Wii,Sports,7.231855288457474
6824,Cyber Sled,1995.0,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.14,100.0,,100.0,PS,Action,6.830787765694564
6825,Lufia: Curse of the Sinistrals,2010.0,Square Enix,0.12,0.0,0.03,0.01,0.16,100.0,,100.0,DS,Role-Playing,7.370012370130498
6826,NBA ShootOut 2002,2001.0,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,100.0,,100.0,PS,Sports,6.517538584269206
6827,My Farm Around the World,2008.0,Atari,0.11,0.0,0.0,0.01,0.12,100.0,,100.0,DS,Simulation,7.006026482391182
6828,Mega Man II,1991.0,Nintendo,0.0,0.0,0.28,0.0,0.28,100.0,,100.0,GB,Platform,6.406129110417593
6829,Ninja Reflex,2008.0,Electronic Arts,0.11,0.01,0.0,0.01,0.12,100.0,,100.0,Wii,Action,6.89818577077518
6830,Hotel Giant DS,2008.0,Nobilis,0.0,0.01,0.0,0.0,0.01,100.0,,100.0,DS,Simulation,6.9992941934374375
6831,Kimi ni Todoke: Tsutaeru Kimochi,2011.0,Banpresto,0.0,0.0,0.05,0.0,0.05,100.0,,100.0,DS,Adventure,7.088879131518768
6832,Heavy Fire: The Chosen Few 3D,2011.0,Mastiff,0.02,0.0,0.0,0.0,0.02,100.0,,100.0,3DS,Shooter,7.061331314873181
6833,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,2012.0,Sega,0.0,0.0,0.06,0.0,0.06,100.0,,100.0,PS3,Action,6.646529523434447
6834,No Rules: Get Phat,2001.0,TDK Mediactive,0.03,0.01,0.0,0.0,0.04,100.0,,100.0,GBA,Action,6.723553583266012
6835,Di-Gata Defenders,2008.0,Game Factory,0.06,0.0,0.0,0.0,0.06,100.0,,100.0,DS,Role-Playing,7.239742101566383
6836,AMF Xtreme Bowling,2006.0,Mastertronic,0.01,0.01,0.0,0.0,0.02,100.0,,100.0,PS2,Sports,7.245538428432281
6837,Board Game: Top Shop,1999.0,Success,0.01,0.01,0.0,0.0,0.02,100.0,,100.0,PS,Misc,6.701395790393124
6838,Rune Factory 4,2012.0,Xseed Games,0.31,0.0,0.21,0.03,0.55,100.0,,100.0,3DS,Role-Playing,7.860088729685408
6839,Fireball,1981.0,Starpath Corp.,0.3,0.02,0.0,0.0,0.33,100.0,,100.0,2600,Action,7.113300853102425
6840,World Cup 98,1998.0,Electronic Arts,0.14,0.4,0.0,0.04,0.58,100.0,,100.0,N64,Sports,6.99878355684793
6841,Spyro 2: Ripto's Rage!,1999.0,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,100.0,,100.0,PS,Platform,8.9
6842,Dengeki Gakuen RPG: Cross of Venus Special,2011.0,ASCII Media Works,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,DS,Role-Playing,7.180124015315515
6843,Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version,2015.0,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSV,Strategy,6.773739886804354
6844,Pet Zombies,2012.5,Majesco Entertainment,0.18,0.0,0.0,0.01,0.19,100.0,,100.0,3DS,Simulation,7.04190264789994
6845,Disney Princess,2003.0,THQ,1.04,0.37,0.0,0.06,1.47,100.0,,100.0,GBA,Platform,5.6
6846,Harvest Moon: Hero of Leaf Valley,2009.0,Rising Star Games,0.07,0.02,0.05,0.02,0.15,100.0,,100.0,PSP,Simulation,7.356217977475964
6847,Lux-Pain (JP sales),2008.0,Rising Star Games,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,DS,Adventure,7.180151880649528
6848,River City Ransom EX,2004.0,Atlus,0.05,0.02,0.0,0.0,0.07,100.0,,100.0,GBA,Action,6.805443005472247
6849,JU-ON: The Grudge,2009.0,Rising Star Games,0.08,0.01,0.01,0.01,0.11,100.0,,100.0,Wii,Action,7.00542392838489
6850,Need for Speed III: Hot Pursuit,1998.0,Electronic Arts,2.14,0.86,0.0,0.13,3.12,100.0,,100.0,PS,Racing,8.4
6851,NFL Quarterback Club 99,1998.0,Acclaim Entertainment,0.59,0.02,0.0,0.0,0.62,100.0,,100.0,N64,Sports,7.633050744032086
6852,Farm Frenzy 3,2009.0,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04,100.0,,100.0,PC,Strategy,7.274075075781584
6853,Kiniro no Corda 2 f Encore,2009.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PSP,Role-Playing,7.14744263847094
6854,NCAA Football 07,2006.0,Electronic Arts,1.41,0.05,0.0,0.23,1.7,100.0,,100.0,PS2,Sports,8.9
6855,Moe Star: Moeru Toudai Eigojuku,2008.0,Mirai Shounen,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,DS,Misc,6.744924626719926
6856,Sega GT 2002,2002.0,Sega,0.12,0.03,0.03,0.01,0.19,100.0,,100.0,XB,Racing,7.312839607991727
6857,Bladestorm: Nightmare,2015.0,Tecmo Koei,0.07,0.04,0.03,0.02,0.16,100.0,,100.0,PS4,Action,7.01196364819761
6858,Harvest Moon: A Wonderful Life,2003.0,Ubisoft,0.61,0.16,0.0,0.02,0.79,100.0,,100.0,GC,Role-Playing,7.332756408220215
6859,Michael Jackson: The Experience,2010.0,Ubisoft,2.67,1.35,0.01,0.39,4.42,100.0,,100.0,Wii,Misc,7.472630057452183
6860,Micro Machines 64 Turbo,1999.0,Codemasters,0.11,0.03,0.0,0.0,0.14,100.0,,100.0,N64,Racing,7.206636667673777
6861,BlazBlue: Continuum Shift,2010.0,PQube,0.21,0.08,0.09,0.04,0.41,100.0,,100.0,PS3,Fighting,7.703877667546338
6862,Pro Yaky? Spirits 4,2007.0,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19,100.0,,100.0,PS2,Sports,6.948997289601145
6863,Naruto: Path of the Ninja,2007.0,D3Publisher,0.37,0.0,0.0,0.03,0.4,100.0,,100.0,DS,Role-Playing,7.192761862412652
6864,Serious Sam HD: Gold Edition,2011.0,Mastertronic,0.0,0.02,0.0,0.0,0.02,100.0,,100.0,X360,Shooter,7.042952175144556
6865,Tetrisphere,1997.0,Nintendo,0.29,0.06,0.0,0.0,0.36,100.0,,100.0,N64,Puzzle,6.578735748752081
6866,Dai-2-Ji Super Robot Taisen α,2003.0,Banpresto,0.0,0.0,0.6,0.0,0.6,100.0,,100.0,PS2,Strategy,6.503484303012266
6867,RayStorm,1997.0,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,100.0,,100.0,PS,Shooter,6.951345232884991
6868,Rio,2011.0,THQ,0.14,0.04,0.0,0.01,0.19,100.0,,100.0,Wii,Misc,6.936159711313778
6869,Again,2009.0,Ackkstudios,0.07,0.0,0.0,0.0,0.07,100.0,,100.0,DS,Adventure,7.348076571032275
6870,Excitebike,1984.0,Nintendo,2.04,0.48,1.57,0.07,4.16,100.0,,100.0,NES,Racing,8.1
6871,Atelier Meruru: Alchemist of Arland 3,2011.0,Nippon Ichi Software,0.05,0.0,0.18,0.01,0.24,100.0,,100.0,PS3,Role-Playing,7.586003771964816
6872,NBA 09: The Inside,2008.0,Sony Computer Entertainment,0.16,0.0,0.0,0.01,0.17,100.0,,100.0,PSP,Sports,7.274695058424539
6873,Samurai Shodown Anthology (JP sales),2008.0,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PS2,Fighting,6.903490284039826
6874,Dungeons & Dragons: Neverwinter Nights - Complete,2011.0,Atari,0.01,0.0,0.0,0.0,0.01,100.0,,100.0,PC,Misc,6.790481149801859
6875,Barbie Horse Adventures: Wild Horse Rescue,2003.0,Universal Interactive,0.24,0.19,0.0,0.06,0.49,100.0,,100.0,PS2,Sports,7.50282338554364
6876,Pokémon Crystal Version,2000.0,Nintendo,2.55,1.56,1.29,0.99,6.39,100.0,,100.0,GB,Role-Playing,8.8
6877,Onigokko! Portable,2013.0,Alchemist,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSP,Adventure,6.971548834612025
6878,Dark Cloud 2,2002.0,Sony Computer Entertainment,0.38,0.25,0.26,0.07,0.96,100.0,,100.0,PS2,Role-Playing,8.858
6879,Tokimeki no Houkago,1998.0,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,100.0,,100.0,PS,Misc,6.809099742623936
6880,The Final Round,1996.0,Konami Digital Entertainment,0.04,0.03,0.0,0.0,0.07,100.0,,100.0,PS,Sports,6.633631289772561
6881,Jet Grind Radio,2003.0,Sega,0.02,0.01,0.0,0.0,0.03,100.0,,100.0,GBA,Action,6.923132343260598
6882,Jikkyou Powerful Pro Yakyuu 10,2003.0,Konami Digital Entertainment,0.0,0.0,0.51,0.0,0.51,100.0,,100.0,PS2,Sports,6.829079838743468
6883,Super Scope 6,1991.0,Nintendo,1.06,0.38,0.15,0.05,1.65,100.0,,100.0,SNES,Shooter,6.9
6884,Virtua Cop,1995.0,Sega,0.0,0.0,0.62,0.0,0.62,100.0,,100.0,SAT,Shooter,6.642910055381153
6885,Active Life: Outdoor Challenge,2008.0,Atari,0.79,0.44,0.19,0.14,1.55,100.0,,100.0,Wii,Sports,8.461955504533922
6886,Top Spin 2,2006.0,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,100.0,,100.0,X360,Sports,7.184434978433612
6887,Chase: Hollywood Stunt Driver,2002.0,BAM! Entertainment,0.09,0.03,0.0,0.0,0.12,100.0,,100.0,XB,Racing,7.602717248317257
6888,Senritsu no Stratus,2011.0,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,100.0,,100.0,PSP,Role-Playing,7.150947139145577
6889,Doubutsu no Mori,2001.0,Nintendo,0.0,0.0,0.26,0.05,0.31,100.0,,100.0,N64,Simulation,7.223394737070424
6890,Mario & Luigi: Superstar Saga,2003.0,Nintendo,1.48,0.17,0.47,0.06,2.17,100.0,,100.0,GBA,Role-Playing,9.1
6891,Shonen Jump's One Piece: Grand Adventure,2006.0,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,100.0,,100.0,GC,Fighting,7.287277348452433
6892,Kamaitachi no Yoru 2,2002.0,ChunSoft,0.0,0.0,0.36,0.0,0.36,100.0,,100.0,PS2,Adventure,6.6640208948548505
6893,Summer Athletics: The Ultimate Challenge (Others sales),2008.0,DTP Entertainment,0.0,0.2,0.0,0.01,0.22,100.0,,100.0,Wii,Sports,7.04228471372168
6894,MX vs. ATV Untamed,2007.0,THQ,0.55,0.08,0.0,0.06,0.69,100.0,,100.0,X360,Racing,7.17056883781664
6895,Famicom Mini: Wrecking Crew,2004.0,Nintendo,0.0,0.0,0.07,0.0,0.07,100.0,,100.0,GBA,Puzzle,7.047535686936537
6896,All-Star Baseball 99,1998.0,Acclaim Entertainment,0.44,0.04,0.0,0.0,0.48,100.0,,100.0,N64,Sports,7.251929955375507
6897,Marvel vs. Capcom 2: New Age of Heroes,2002.0,Capcom,0.31,0.24,0.13,0.08,0.76,100.0,,100.0,PS2,Fighting,8.096147658620135
6898,Grandia,1997.0,ESP,0.0,0.0,0.42,0.0,0.42,100.0,,100.0,SAT,Role-Playing,7.216355905983884
6899,NFL Blitz 20-03,2002.0,Midway Games,0.21,0.17,0.0,0.06,0.44,100.0,,100.0,PS2,Sports,7.744221506037229
6900,Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,1996.0,ChunSoft,0.0,0.0,0.27,0.0,0.27,100.0,,100.0,GB,Role-Playing,6.603731632606544
6901,Field Commander,2006.0,Sony Online Entertainment,0.14,0.0,0.0,0.01,0.16,100.0,,100.0,PSP,Strategy,7.298213114003777
6902,Oumagatoki: Kaidan Romance,2012.0,Quinrose,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PSP,Action,6.729598372460496
6903,Yu-Gi-Oh! GX: Duel Academy,2005.0,Konami Digital Entertainment,0.17,0.06,0.0,0.0,0.23,100.0,,100.0,GBA,Misc,6.66697140183186
6904,J-League Pro Soccer Club wo Tsukurou! 2,1997.0,Sega,0.0,0.0,0.49,0.0,0.49,100.0,,100.0,SAT,Sports,6.883984496386377
6905,Tales of Innocence R,2012.0,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,100.0,,100.0,PSV,Role-Playing,7.398197319688383
6906,Pokemon Mystery Dungeon: Red/Blue Rescue Team,2005.0,Nintendo,0.71,0.52,0.74,0.08,2.06,100.0,,100.0,GBA,Role-Playing,8.165557979386938
6907,Sonic Mega Collection,2002.0,Infogrames,1.47,0.48,0.05,0.06,2.05,100.0,,100.0,GC,Misc,7.639
6908,Kinectimals,2010.0,Microsoft Game Studios,1.02,0.48,0.0,0.14,1.64,100.0,,100.0,X360,Simulation,7.723551043085299
6909,Fantasy Aquarium World,2009.0,Destineer,0.06,0.0,0.0,0.0,0.07,100.0,,100.0,Wii,Simulation,7.0891311786395805
6910,Ace Combat: Joint Assault,2010.0,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29,100.0,,100.0,PSP,Simulation,7.014953609556528
6911,Golden Sun,2001.0,Nintendo,0.93,0.38,0.4,0.06,1.76,100.0,,100.0,GBA,Role-Playing,8.91
6912,Taiko no Tatsujin Wii,2008.0,Namco Bandai Games,0.0,0.0,0.67,0.0,0.67,100.0,,100.0,Wii,Misc,6.6565888355625
6913,Ninja Gaiden,2004.0,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23,100.0,,100.0,XB,Action,9.3
6914,Dream C Club Zero,2011.0,D3Publisher,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,X360,Simulation,6.956751815766097
6915,Onimusha: Dawn of Dreams,2006.0,Capcom,0.15,0.12,0.34,0.04,0.64,100.0,,100.0,PS2,Action,6.897123335665098
6916,Mame Goma 2: Uchi no Ko ga Ichiban!,2008.0,Creative Core,0.0,0.0,0.06,0.0,0.06,100.0,,100.0,DS,Simulation,7.022382536819492
6917,Capcom Classics Collection Remixed,2006.0,Capcom,0.27,0.0,0.0,0.03,0.3,100.0,,100.0,PSP,Misc,6.688110969062788
6918,Saigo no Yakusoku no Monogatari,2011.0,Unknown,0.0,0.0,0.11,0.0,0.11,100.0,,100.0,PSP,Role-Playing,7.374769623836175
6919,Otomedius Gorgeous,2008.0,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,X360,Shooter,7.003521567883922
6920,How to Train Your Dragon,,Activision,0.32,0.17,0.0,0.05,0.54,100.0,,100.0,DS,Action,7.136361171336999
6921,NHL 2K9,2008.0,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,100.0,,100.0,X360,Sports,7.14685187235082
6922,Paws & Claws: Pet Resort,2008.0,THQ,0.22,0.0,0.0,0.02,0.24,100.0,,100.0,DS,Simulation,7.139990406178605
6923,Stuart Little 2,2002.0,Activision,0.33,0.12,0.0,0.01,0.46,100.0,,100.0,GBA,Platform,6.837802010327271
6924,The Game of Life,1998.0,Unknown,0.46,0.31,0.0,0.05,0.83,100.0,,100.0,PS,Misc,6.529462576644922
6925,Monster High: Ghoul Spirit,2011.0,THQ,0.72,0.17,0.0,0.07,0.96,100.0,,100.0,DS,Misc,6.773961418759245
6926,Pimp My Ride: Street Racing,2009.0,Activision,0.04,0.03,0.0,0.01,0.08,100.0,,100.0,PS2,Racing,7.300763937990979
6927,Rocky,2002.0,Rage Software,0.42,0.33,0.0,0.11,0.86,100.0,,100.0,PS2,Fighting,7.661
6928,Ace Combat X: Skies of Deception,2006.0,Namco Bandai Games,0.37,0.31,0.12,0.19,0.99,100.0,,100.0,PSP,Simulation,7.861377432922754
6929,Boxing Fever,2001.0,THQ,0.06,0.02,0.0,0.0,0.08,100.0,,100.0,GBA,Sports,7.117074194906543
6930,Shin Hayarigami 2,2016.0,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSV,Adventure,6.8897746003532605
6931,Xenoblade Chronicles X,2015.0,Nintendo,0.36,0.28,0.14,0.06,0.84,100.0,,100.0,WiiU,Role-Playing,8.390586592562746
6932,Serious Sam: Next Encounter,2004.0,Global Star,0.04,0.03,0.0,0.01,0.07,100.0,,100.0,PS2,Shooter,7.034194570114228
6933,Monster Rancher Advance 2,2002.0,Tecmo Koei,0.01,0.0,0.0,0.0,0.01,100.0,,100.0,GBA,Simulation,6.849774886197833
6934,Farming Simulator 2013,2012.0,Focus Home Interactive,0.0,0.8,0.0,0.18,0.99,100.0,,100.0,PC,Simulation,7.791424491599289
6935,Yu-Gi-Oh! Double Pack,2006.0,Konami Digital Entertainment,0.2,0.08,0.0,0.01,0.28,100.0,,100.0,GBA,Role-Playing,7.121748823771642
6936,Littlest Pet Shop,2008.0,Electronic Arts,0.34,0.04,0.0,0.03,0.41,100.0,,100.0,Wii,Simulation,7.036662059835114
6937,Lunar Legend,2002.0,Media Rings,0.14,0.05,0.0,0.0,0.19,100.0,,100.0,GBA,Role-Playing,7.196340189237722
6938,Neverwinter Nights 2,2006.0,Atari,0.0,0.02,0.0,0.0,0.03,100.0,,100.0,PC,Role-Playing,7.263605879746459
6939,Arena Football,2006.0,Electronic Arts,0.28,0.22,0.0,0.07,0.56,100.0,,100.0,PS2,Sports,7.804010522616193
6940,Sled Shred featuring the Jamaican Bobsled Team,2010.0,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,100.0,,100.0,Wii,Sports,7.102691087383191
6941,Unchained Blades,2011.0,FuRyu,0.0,0.0,0.06,0.0,0.06,100.0,,100.0,PSP,Role-Playing,7.183000245023143
6942,Warriors: Legends of Troy,2011.0,Tecmo Koei,0.06,0.05,0.07,0.02,0.19,100.0,,100.0,PS3,Action,6.786659061975513
6943,Two Worlds II,2011.0,Unknown,0.4,0.08,0.03,0.04,0.54,100.0,,100.0,X360,Role-Playing,7.497311378138396
6944,Shrek / Shark Tale Game Boy Advance Video,2006.0,Hasbro Interactive,0.01,0.0,0.0,0.0,0.02,100.0,,100.0,GBA,Misc,6.688558271652549
6945,Namco Classic Fighter Collection,2008.0,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,100.0,,100.0,PS2,Fighting,7.344410134380891
6946,ParaWorld,2006.0,Deep Silver,0.0,0.02,0.0,0.0,0.02,100.0,,100.0,PC,Strategy,7.21114749143598
6947,Dragon Quest Heroes: Rocket Slime,2005.0,Square Enix,0.13,0.0,0.31,0.01,0.45,100.0,,100.0,DS,Action,7.048674168083196
6948,Pro Baseball Spirits 2015,2015.0,Konami Digital Entertainment,0.0,0.0,0.15,0.0,0.15,100.0,,100.0,PS3,Action,6.6159275406161
6949,EverQuest Online Adventures: Frontiers,2003.0,Sony Online Entertainment,0.09,0.07,0.0,0.02,0.19,100.0,,100.0,PS2,Role-Playing,7.255659861322693
6950,Bloody Roar: Primal Fury,2002.0,Activision,0.14,0.04,0.0,0.0,0.18,100.0,,100.0,GC,Fighting,7.396097773104453
6951,FIFA Soccer 97,1996.0,Electronic Arts,0.09,0.06,0.0,0.01,0.16,100.0,,100.0,PS,Sports,6.618606207133867
6952,MTV Music Generator 2,2001.0,Codemasters,0.08,0.06,0.0,0.02,0.15,100.0,,100.0,PS2,Misc,6.869848532149389
6953,Angelique Retour,2015.0,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,100.0,,100.0,PSV,Action,6.913662618600901
6954,EA Sports Active,2009.0,Electronic Arts,2.1,1.36,0.06,0.4,3.92,100.0,,100.0,Wii,Sports,8.53626350682835
6955,Spawn: Armageddon,2003.0,Electronic Arts,0.22,0.17,0.0,0.06,0.44,100.0,,100.0,PS2,Action,7.148686473618049
6956,Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,2000.0,Konami Digital Entertainment,0.0,0.0,0.08,0.01,0.09,100.0,,100.0,PS,Sports,7.007988473165591
6957,Ganbaru Watashi no Kakei Diary,2007.0,Nintendo,0.0,0.0,0.61,0.0,0.61,100.0,,100.0,DS,Misc,6.538607544313531
6958,Rabbids: Alive & Kicking,2011.0,Ubisoft,0.15,0.12,0.0,0.03,0.3,100.0,,100.0,X360,Misc,6.914798344915297
6959,Klax,1989.0,Atari,0.14,0.01,0.0,0.0,0.15,100.0,,100.0,2600,Puzzle,6.447905684096749
6960,Battlefield 2: Modern Combat,2005.0,Electronic Arts,0.39,0.15,0.0,0.02,0.56,100.0,,100.0,XB,Shooter,7.611352691898567
6961,Bishoujo Senshi Sailormoon R,1993.0,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27,100.0,,100.0,SNES,Fighting,6.760003086193192
6962,Harlem Globetrotters: World Tour,2006.0,Zoo Digital Publishing,0.07,0.0,0.0,0.01,0.07,100.0,,100.0,DS,Sports,7.114485009754676
6963,Silent Hunter III,2005.0,Ubisoft,0.0,0.07,0.0,0.01,0.08,100.0,,100.0,PC,Simulation,7.0182309968851495
6964,Return to Castle Wolfenstein: Operation Resurrection,2003.0,Activision,0.26,0.2,0.0,0.07,0.53,100.0,,100.0,PS2,Shooter,6.915215660933344
6965,Naruto: Ultimate Ninja Heroes,2006.0,Namco Bandai Games,0.26,0.0,0.0,0.0,0.26,100.0,,100.0,PSP,Fighting,7.195896759039013
6966,Feel the Magic XY/XX,2004.0,Sega,0.17,0.0,0.1,0.02,0.29,100.0,,100.0,DS,Puzzle,7.443299599407129
6967,NASCAR 2005: Chase for the Cup,2004.0,Electronic Arts,0.69,0.54,0.0,0.18,1.41,100.0,,100.0,PS2,Racing,8.7
6968,Gunvalkyrie,2002.0,Infogrames,0.13,0.04,0.0,0.01,0.17,100.0,,100.0,XB,Shooter,7.226652679439923
6969,Star Wars Starfighter: Special Edition,2001.0,LucasArts,0.3,0.1,0.0,0.02,0.42,100.0,,100.0,XB,Simulation,7.980391855834505
6970,Hearts of Iron IV,2016.0,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,100.0,,100.0,PC,Strategy,7.254421133744126
6971,Hyakki Yagyou Kaidan Romance,2012.0,Quinrose,0.0,0.0,0.01,0.0,0.01,100.0,,100.0,PSP,Action,6.894911310947926
6972,Atelier Shallie Plus: Alchemists of the Dusk Sea,2016.0,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,100.0,,100.0,PSV,Role-Playing,7.191189948497303
6973,ClayFighter 63 1/3,1997.0,Interplay,0.17,0.04,0.0,0.0,0.21,100.0,,100.0,N64,Fighting,7.431538840995794
6974,Downstream Panic!,2008.0,Atari,0.03,0.0,0.0,0.0,0.03,100.0,,100.0,PSP,Action,7.05834518465276
6975,Test Drive: Eve of Destruction,2004.0,Atari,0.11,0.09,0.0,0.03,0.23,100.0,,100.0,PS2,Racing,6.994053041551027
6976,FlatOut 2,2006.0,Empire Interactive,0.08,0.06,0.0,0.02,0.16,100.0,,100.0,PS2,Racing,7.153678490846308
6977,Star Soldier,1986.0,Hudson Soft,0.32,0.06,0.57,0.01,0.96,100.0,,100.0,NES,Shooter,7.451715943863279
6978,SD Gundam G Generation,1998.0,Namco Bandai Games,0.0,0.0,0.67,0.05,0.72,100.0,,100.0,PS,Strategy,7.371321239111035
6979,Team Elimination Games,2009.0,Ubisoft,0.08,0.0,0.0,0.01,0.09,100.0,,100.0,Wii,Misc,6.835946064597934
6980,Little Battlers eXperience: Baku Boost,2012.0,Nintendo,0.0,0.0,0.21,0.0,0.21,100.0,,100.0,3DS,Action,6.767150855574931
6981,Drake of the 99 Dragons,2004.0,Unknown,0.05,0.01,0.0,0.0,0.07,100.0,,100.0,XB,Shooter,7.283099215103009
6982,Football Manager 2014,2013.0,Sega,0.0,0.6,0.0,0.1,0.71,100.0,,100.0,PC,Sports,7.295113775895788
6983,NBA 2K14,2013.0,Take-Two Interactive,2.1,0.2,0.0,0.17,2.47,100.0,,100.0,X360,Sports,8.284008603818531
6984,Big Mutha Truckers 2,2005.0,Xplosiv,0.1,0.07,0.0,0.03,0.2,100.0,,100.0,PS2,Racing,6.9500342194943325
6985,Rugrats: Castle Capers,2001.0,THQ,0.33,0.12,0.0,0.01,0.46,100.0,,100.0,GBA,Action,6.631215979155951
6986,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,2012.0,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,100.0,,100.0,PSP,Action,6.5505110950116245
6987,Friend Collection,2009.0,Nintendo,0.0,0.0,3.67,0.0,3.67,100.0,,100.0,DS,Misc,7.916547969137267
